rxns,pgi1,pgi2,pgi4,pgi5,pgi6,pgi7,pgi8,pts1,pts2,pts3,pts4,sdh1,sdh2,sdh3,tpi1,tpi2,tpi3
EX_thm_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_thr__L_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_dtmp_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_thrp_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPA140tipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPA141tipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_thym_e,0,-0.00000005,0,0,0,0.0000089,0,0,0,0,0,0,0,0,0,0.00000143,0
EX_dump_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_thymd_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000006,0,0
2AGPA160tipp,0,0,0,0,0,0.00000949,0,0,0,0,0,0,0,0,0,0,0
2AGPA161tipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_tma_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_duri_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_tmao_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_tre_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_trp__L_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPA180tipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPA181tipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPE120tipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPE140tipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPE141tipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPE160tipp,0,0,0,0,0,0.00000292,0,0,0,0,0,0,0,0,0,0,0
EX_tsul_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_eca4colipa_e,0,0,0,0,0,0.00000009,0,0,0,0,0,0.00000005,0,0,0,-0.00000003,0
EX_ttdca_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPE161tipp,0,0,0,0,0,0.00001266,0,0,0,0,0,0,0,0,0,0.00000299,0
2AGPE180tipp,0,0,0,0,0,0,0,0,0,0,0,0,0.00000038,0,0,0,0
2AGPE181tipp,0,0,0,0,0,0.00000497,0,0,0,0,0,0,0,0,0,0,0
2AGPEAT120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ttdcea_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_enlipa_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPEAT140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPEAT141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPEAT160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ttrcyc_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_enter_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPEAT161,0,0,0,0,0,0.00001266,0,0,0,0,0,0,0,0,0,0.00000299,0
EX_etha_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPEAT180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPEAT181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_tungs_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_tym_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPG120tipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ethso3_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPG140tipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPG141tipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPG160tipp,0,0,0,0,0,0.00001241,0,0,0,0,0,0,0,0,0,0,0
2AGPG161tipp,0,0,0,0,0,0.00000965,0,0,0,0,0,0,0,0,0,0,0
EX_tyr__L_e,0,-0.00000029,-0.00000001,0,0,0.00005041,0,0,-0.00000002,-0.00000001,0,0,-0.00000006,-0.00000002,-0.0000003,0.00000947,0
EX_tyrp_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_uacgam_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_udpacgal_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_udpg_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPG180tipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPG181tipp,0,0,0,0,0,0.00000497,0,0,0,0,0,0,0,0,0,0,0
2AGPGAT120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_udpgal_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_etoh_e,0,0,0.21670082,0.1770289,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_udpglcur_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPGAT140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPGAT141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPGAT160,0,0,0,0,0,0.00001241,0,0,0,0,0,0,0,0,0,0,0
2AGPGAT161,0,0,0,0,0,0.00000965,0,0,0,0,0,0,0,0,0,0,0
EX_ump_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPGAT180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX6p_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AGPGAT181,0,0,0,0,0,0.00000497,0,0,0,0,0,0,0,0,0,0,0
EX_ura_e,0,0,0,0,0,0,0,0,-0.00000005,0,0,0,0,0,0,0,0
2DGULRGx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_urea_e,0,0,0,0,0,0,0,0,0.00004445,0,0,0,0,0.00009632,0.00066657,0.00000926,0
2DGULRGy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXald_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2DGULRx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2DGULRy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_uri_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000066,0,0
2MAHMP,0,0,0,0,0,0.00000009,0,0,0,0,0,0,0,0,0,0.00000002,0
34dhpactex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXe2_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3AMACHYD,0,-0.00000063,-0.00000003,-0.00000001,0,0.00011142,0,0,0,-0.00000002,0,0,-0.00000004,-0.00000005,0,0.00001927,0
3AMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3GMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXe3_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HAD100,0.20900677,0.18156484,0.21692283,0.19235132,0.21229344,0.20706063,0.21234227,0.16564403,0.2353868,0.17441569,0.25575971,0.27207388,0.28316582,0.2803895,0.14765127,0.15187058,0.13829383
EXe3dcit_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HAD120,0.1135909,0.09867677,0.11789311,0.104539,0.11537714,0.11253321,0.11540367,0.09002414,0.1279279,0.09479136,0.13900016,0.14786658,0.15389482,0.15238595,0.08024544,0.08253855,0.07515987
5DOAN,0.00030298,0.0002632,0.00031446,0.00027884,0.00030775,0.00030016,0.00030782,0.00024012,0.00034122,0.00025284,0.00037076,0.00039441,0.00041049,0.00040646,0.00021404,0.00022016,0.00020048
EXe3dhbzs_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5MTRtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5MTRtpp,0.00464401,0.00390978,0.00467116,0.00414205,0.00479805,0.00451539,0.00458592,0.00357432,0.00506875,0.00375582,0.00553008,0.00586728,0.00609762,0.00603783,0.00317949,0.00328019,0.0032546
3HAD121,0.09541587,0.08288807,0.09902972,0.08781232,0.0969163,0.09452742,0.0969386,0.0756199,0.1074589,0.07962434,0.11675955,0.1242073,0.129271,0.12800355,0.06740583,0.06933204,0.06313397
3HAD140,0.08639242,0.07504937,0.08966451,0.07950794,0.08775096,0.085588,0.08777115,0.06846855,0.09729655,0.07209429,0.10571764,0.11246106,0.11704589,0.1158983,0.06103129,0.06277533,0.05716341
A5PISO,0.01683866,0.01417644,0.01693716,0.01501864,0.01739721,0.01619635,0.01662804,0.01296009,0.01837881,0.01361824,0.02005146,0.02127426,0.02210936,0.02189259,0.01152849,0.01187004,0.01180082
EXe3hox_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AACPS1,0.00017319,0,0,0,0.00027384,0,0.00001618,0.00000891,0,0,0.00002731,0.00001032,0,0,0,0,0.00033432
AACPS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HAD141,0.09541587,0.08288807,0.09902972,0.08781232,0.0969163,0.09452742,0.0969386,0.0756199,0.1074589,0.07962434,0.11675955,0.1242073,0.129271,0.12800355,0.06740583,0.06933204,0.06313397
EXe3hox_un_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AACPS3,0.00257742,0,0,0,0.00407519,0,0.00024072,0.00013263,0,0,0.0004065,0.00015278,0,0,0,0,0.00497524
AACPS4,0.0020047,0,0,0,0.00316966,0.00000436,0.00018723,0.00010316,0,0,0.00031618,0.00011883,0,0,0,0.00001039,0.00386971
AACPS5,0.0010332,0,0,0,0.00163361,0,0.0000965,0.00005317,0,0,0.00016295,0.00006125,0,0,0,0,0.00199441
3HAD160,0.08095273,0.07032389,0.08401879,0.07450173,0.08222573,0.08019895,0.08224464,0.06415743,0.09117028,0.06755488,0.09906114,0.10537996,0.1096761,0.10860077,0.05718845,0.05882269,0.05356412
AACPS6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXecrm_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AACPS7,0.00086596,0,0,0,0.00136918,0.00005844,0.00008088,0.00004456,0,0,0.00013658,0.00005158,0,0,0,0.00002421,0.00167157
3HAD161,0.09541587,0.08288807,0.09902972,0.08781232,0.0969163,0.09452742,0.0969386,0.0756199,0.1074589,0.07962434,0.11675955,0.1242073,0.129271,0.12800355,0.06740583,0.06933204,0.06313397
AACPS8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXecrm_un_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AACPS9,0,0,0,0,0,0,0,0,0,0,-0.00000001,0,0,0,0,0,0
3HAD180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HAD181,0.0324513,0.02819055,0.03368038,0.0298653,0.0329616,0.03214913,0.03296918,0.02571861,0.03654718,0.02708054,0.03971037,0.04224338,0.04396556,0.04353449,0.02292498,0.02358009,0.0214721
AACTOOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AADDGT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAMYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAMYLpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB6PGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABTA,0,0,0,0.01483763,0,0,0,0,0,0,0,0,0,0,0,0,0
ABUTD,0,0,0,0.01483763,0,0,0,0,0,0,0,0,0,0,0,0,0
3HAD40,0.20900877,0.18156658,0.21692491,0.19235316,0.21229547,0.20706262,0.2123443,0.16564562,0.23538906,0.17441736,0.25576217,0.27207649,0.28316853,0.28039219,0.14765269,0.15187205,0.13829515
3HAD60,0.20900877,0.18156658,0.2169249,0.19235316,0.21229547,0.20706262,0.21234431,0.16564562,0.23538906,0.17441737,0.25576217,0.27207649,0.28316853,0.28039219,0.14765269,0.15187204,0.13829515
3HAD80,0.20900877,0.18156658,0.2169249,0.19235316,0.21229547,0.20706262,0.21234431,0.16564562,0.23538906,0.17441737,0.25576217,0.27207649,0.28316853,0.28039219,0.14765269,0.15187204,0.13829515
3HCINNMH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HPPPNH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABUTt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXeenter_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABUTtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HPPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HPPtpp,0,-0.00000063,-0.00000003,-0.00000001,0,0.00011142,0,0,0,-0.00000002,0,0,-0.00000004,-0.00000005,0,0.00001927,0
ACACCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACT1r,0.00665447,0,0,0,0.01052148,0.00014393,0.00062149,0.0003418,0,0,0.00104953,0.00039403,0,0,0,0.00000878,0.01284525
3KGK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACT2r,0.00665447,0,0,0,0.01052148,0.00014393,0.00062149,0.0003418,0,0,0.00104953,0.00039403,0,0,0,0.00000878,0.01284525
EXeoxam_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACT3r,0.00665447,0,0,0,0.01052148,0,0.00062149,0.0003418,0,0,0.00104953,0.00039476,0,0,0,0.00000878,0.01284525
ACACT4r,0.00665447,0,0,0,0.01052148,0,0.00062149,0.0003418,0,0,0.00104953,0.00039476,0,0,0,0.00000878,0.01284525
3NTD2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3NTD4pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXeoxam_un_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACT5r,0.00665447,0,0,0,0.01052148,0,0.00062149,0.00034243,0,0,0.00104952,0.00039476,0,0,0,0.00000877,0.01284525
EXor_e,0,0,0.31529891,1.90828413,0,0,2.49256,1.42981089,0,5.23492496,0,6.11607649,2.15125329,4.81214639,5.6290702,1.60136735,0
ACACT6r,0.00578851,0,0,0,0.0091523,0,0.00054061,0.00029787,0,0,0.00091295,0.00034318,0,0,0,0,0.01117367
3NTD7pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3NTD9pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXru_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAR100,0.20900676,0.18156484,0.21692283,0.19235132,0.21229344,0.20706063,0.21234227,0.16564404,0.2353868,0.17441569,0.25575972,0.27207388,0.28316582,0.2803895,0.14765127,0.15187059,0.13829383
ACACT7r,0.00561532,0,0,0,0.00887847,0,0.00052444,0.00028895,0,0,0.00088563,0.00033286,0,0,0,0,0.01083936
EXrulys_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACT8r,0,-0.0000001,0,0,0,0.00005597,0,0,-0.00000001,0,0,0,0.00000037,-0.00000001,-0.00000011,0.00001877,0
ACACt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACACtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAR120,0.11359089,0.09867677,0.11789311,0.104539,0.11537713,0.11253321,0.11540367,0.09002414,0.1279279,0.09479136,0.13900016,0.14786658,0.15389482,0.15238595,0.08024544,0.08253855,0.07515987
3OAR121,0.09541587,0.08288807,0.09902972,0.08781232,0.0969163,0.09452742,0.0969386,0.0756199,0.1074589,0.07962434,0.11675955,0.1242073,0.129271,0.12800355,0.06740583,0.06933204,0.06313397
3OAR140,0.10884397,0.09395129,0.11224739,0.09953279,0.11094724,0.10720261,0.10994187,0.08574867,0.12180163,0.09025195,0.13245292,0.14082674,0.14652503,0.14508842,0.07640261,0.07861012,0.07289783
ACALD,0,-0.00000021,0,0,0,0.0000233,0.75948158,0,0,0,0,0,0,0,0,0,0
3OAR141,0.09541587,0.08288807,0.09902972,0.08781232,0.0969163,0.09452742,0.0969386,0.0756199,0.1074589,0.07962434,0.11675955,0.1242073,0.129271,0.12800355,0.06740583,0.06933204,0.06313397
EXruur_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAR160,0.08095273,0.07032389,0.08401879,0.07450173,0.08222573,0.08019895,0.08224464,0.06415743,0.09117028,0.06755488,0.09906114,0.10537996,0.1096761,0.10860077,0.05718845,0.05882268,0.05356412
ACALDtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXuc__L_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAR161,0.09541587,0.08288807,0.09902972,0.08781232,0.0969163,0.09452742,0.0969386,0.0756199,0.1074589,0.07962434,0.11675955,0.1242073,0.129271,0.12800355,0.06740583,0.06933204,0.06313397
EXum_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACALDtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAR180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXusa_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACANTHAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAR181,0.0324513,0.02819055,0.03368038,0.0298653,0.0329616,0.03214914,0.03296919,0.02571861,0.03654718,0.02708054,0.03971037,0.04224338,0.04396556,0.04353449,0.02292498,0.02358009,0.0214721
ACBIPGT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_g1p_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOAC,1.45814491,1.26609272,1.51265199,1.34130931,1.4814666,1.44393907,1.4807755,1.15510904,1.64140546,1.21624013,1.78357979,1.89727409,1.97457937,1.95521947,1.02960575,1.05905219,0.96569273
3OAR40,0.20900877,0.18156658,0.21692491,0.19235316,0.21229547,0.20706262,0.21234431,0.16564562,0.23538906,0.17441736,0.25576217,0.27207649,0.28316853,0.28039219,0.14765269,0.15187204,0.13829515
EX_g3pc_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAR60,0.20900877,0.18156658,0.2169249,0.19235316,0.21229547,0.20706262,0.21234431,0.16564562,0.23538906,0.17441737,0.25576217,0.27207649,0.28316853,0.28039219,0.14765269,0.15187204,0.13829515
ACCOAL,0,0,0,0,0,0,0,0,0,0,0,0.45016236,0.46783635,0.46324941,0,0,0
ACGAL1PPpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAR80,0.20900877,0.18156658,0.2169249,0.19235316,0.21229547,0.20706262,0.21234431,0.16564562,0.23538906,0.17441737,0.25576217,0.27207649,0.28316853,0.28039219,0.14765269,0.15187204,0.13829515
EX_g3pe_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACGAL1Ptex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACGALtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACGAM1PPpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAS100,0.20900677,0.18156484,0.21692283,0.19235132,0.21229344,0.20706063,0.21234227,0.16564403,0.2353868,0.17441569,0.25575971,0.27207388,0.28316582,0.2803895,0.14765127,0.15187058,0.13829383
ACGAM1Ptex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACGAMK,0,0,0,0,0,0.00001088,0,0,0,0,0,0,0.00000002,0,0,0.000002,0
ACGAMT,0,0,0,0,0,0,-0.0000001,-0.00000005,0,-0.00000003,-0.0000002,0,0,-0.00000004,0,0,0
3OAS120,0.1135909,0.09867677,0.11789311,0.104539,0.11537714,0.11253321,0.11540367,0.09002414,0.1279279,0.09479136,0.13900016,0.14786658,0.15389482,0.15238595,0.08024544,0.08253855,0.07515987
3OAS121,0.09541587,0.08288807,0.09902972,0.08781232,0.0969163,0.09452742,0.0969386,0.0756199,0.1074589,0.07962434,0.11675955,0.1242073,0.129271,0.12800355,0.06740583,0.06933204,0.06313397
3OAS140,0.10884397,0.09395129,0.11224739,0.09953279,0.11094724,0.10720261,0.10994187,0.08574867,0.12180163,0.09025195,0.13245292,0.14082674,0.14652503,0.14508842,0.07640261,0.07861012,0.07289783
ACGAptspp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_g3pg_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACGAtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACGK,0.22547535,0.18982801,0.22679436,0.21790584,0.23319869,0.21639291,0.22265512,0.17354002,0.24609859,0.18235286,0.26849588,0.28486758,0.29605189,0.29314924,0.15437117,0.15875988,0.15801698
ACGS,0.22547535,0.18982801,0.22679436,0.21790584,0.23319869,0.21639291,0.22265512,0.17354002,0.24609859,0.18235286,0.26849588,0.28486758,0.29605189,0.29314924,0.15437117,0.15875988,0.15801698
3OAS141,0.09541587,0.08288807,0.09902972,0.08781232,0.0969163,0.09452742,0.0969386,0.0756199,0.1074589,0.07962434,0.11675955,0.1242073,0.129271,0.12800355,0.06740583,0.06933204,0.06313397
3OAS160,0.08095273,0.07032389,0.08401879,0.07450173,0.08222573,0.08019895,0.08224464,0.06415743,0.09117028,0.06755488,0.09906114,0.10537996,0.1096761,0.10860077,0.05718845,0.05882269,0.05356412
3OAS161,0.09541587,0.08288807,0.09902972,0.08781232,0.0969163,0.09452742,0.0969386,0.0756199,0.1074589,0.07962434,0.11675955,0.1242073,0.129271,0.12800355,0.06740583,0.06933204,0.06313397
ACHBS,0.19439962,0.16366471,0.19553683,0.17338778,0.20084804,0.18664693,0.19196808,0.14962218,0.21218048,0.15722039,0.23149092,0.24560622,0.25524906,0.25274645,0.13309462,0.13689797,0.13623858
EX_g3pi_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAS180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACKr,0.49217284,0.34297266,0,0,1.01494992,0.30641525,0.74913105,0,0,0,0,0,0,0,0,0,0
EX_g3ps_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACLS,0.58500301,0.49251307,0.58842521,0.5217725,0.60440812,0.561673,0.57768584,0.45025451,0.63851062,0.4731203,0.69662116,0.73909733,0.76811606,0.76058501,0.40051908,0.41196441,0.40998012
ACM6PH,0,0,0,0,0,0.00001088,0,0,0,0,0,0,0.00000002,0,0,0.000002,0
ACMAMUT,0,0,0,0,0,0,-0.0000001,-0.00000005,0,-0.00000003,-0.0000002,0,0,-0.00000004,0,0,0
3OAS181,0.0324513,0.02819055,0.03368038,0.0298653,0.0329616,0.03214913,0.03296919,0.02571861,0.03654718,0.02708054,0.03971037,0.04224337,0.04396556,0.04353449,0.02292498,0.02358009,0.0214721
EX_g6p_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAS60,0.20900877,0.18156658,0.2169249,0.19235316,0.21229547,0.20706262,0.21234431,0.16564562,0.23538906,0.17441736,0.25576217,0.27207649,0.28316853,0.28039219,0.14765269,0.15187205,0.13829515
ACMANAptspp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_gal_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACMANAtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACMUMptspp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3OAS80,0.20900877,0.18156658,0.2169249,0.19235316,0.21229547,0.20706262,0.21234431,0.16564562,0.23538906,0.17441737,0.25576217,0.27207649,0.28316853,0.28039219,0.14765269,0.15187205,0.13829515
3OXCOAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACMUMtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_gal_bD_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACNAMt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3PEPTabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3PEPTtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3UMPtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_gal1p_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42A12BOOXpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACNAMtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACNML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOAD1f,0,-0.00000057,0,0,0,0,0,0,-0.00000004,-0.00000002,0,0,0.00000034,-0.00000004,0,0,0
4HOXPACDtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4HTHRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOAD2f,0,-0.00000057,0,0,0,0,0,0,-0.00000004,-0.00000002,0,0,0.00000034,-0.00000004,0,0,0
EX_galct__D_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOAD3f,0,-0.00000057,-0.00000002,-0.00000001,0,0.00003674,0,0,-0.00000004,-0.00000002,0,0,0.00000034,-0.00000004,-0.00000059,0,0
ACOAD4f,0,-0.00000057,-0.00000002,-0.00000001,0,0.00003674,0,0,-0.00000004,-0.00000002,0,0,0.00000034,-0.00000004,-0.00000059,0,0
4PCP,0,0,0,0,0,0.00000544,0,0,0,0,0,0,0,0,0,0,0
4PCPpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOAD5f,0,-0.00000057,-0.00000002,-0.00000001,0,0.00003697,0,0,-0.00000004,-0.00000002,0,0,0.00000034,-0.00000004,-0.00000059,0,0
4PEPTabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_galctn__D_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4PEPTtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5DGLCNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOAD6f,0,-0.00000057,-0.00000002,-0.00000001,0,0.00009541,0,0,-0.00000004,-0.00000002,0,0,0.00000034,-0.00000004,-0.00000059,0.00001544,0
ACOAD7f,0,-0.00000036,-0.00000001,0,0,0.00009977,0,0,-0.00000003,-0.00000001,0,0,0.00000035,-0.00000003,-0.00000038,0.00002587,0
ACOAD8f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5DGLCNt2rpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
